,eta,M,M_sqr,U,U_sqr
0,0.1,635.585,404793.2225,-232.90468749999997,54322.39928749999
1,0.15000000000000002,722.7325,523034.305,-199.46749999999997,39820.44437499999
2,0.20000000000000004,802.13625,644004.1525,-141.17012499999996,19949.637074999988
3,0.25000000000000006,867.06,752176.64,-61.664999999999935,3834.907499999992
4,0.30000000000000004,917.65,842388.58,32.22700000000007,1097.2522000000044
5,0.3500000000000001,952.215,906929.31,135.43700000000015,18421.22380000004
6,0.40000000000000013,975.3,951349.88,240.51000000000022,57934.44600000013
7,0.45000000000000007,993.14,986410.76,349.36700000000013,122137.60670000008
8,0.5000000000000001,1002.46,1004975.88,453.9600000000001,206143.76000000015
9,0.5500000000000002,1010.24,1020621.68,560.5985000000003,314338.73595000035
10,0.6000000000000002,1013.82,1027857.88,662.7300000000005,439271.56600000063
11,0.6500000000000001,1017.12,1034545.2,765.8430000000002,586551.7255000005
12,0.7000000000000002,1019.7,1039796.68,868.5340000000003,754383.3900000007
13,0.7500000000000002,1020.98,1042407.96,969.8000000000002,940543.1550000006
14,0.8000000000000002,1021.98,1044447.88,1071.1060000000004,1147287.1828000008
