,eta,M,M_sqr,U,U_sqr
0,0.1,-0.19529296875,1588.95359375,20.168025390625,427.44606171875
1,0.15000000000000002,0.094267578125,2053.93115234375,46.27209814453126,2190.789169189453
2,0.20000000000000004,0.107470703125,2809.04103515625,84.6871875,7267.340531250004
3,0.25000000000000006,-0.161083984375,4087.27822265625,137.49313476562503,19072.005510253908
4,0.30000000000000004,-0.201474609375,6665.52970703125,207.97824023437497,43531.53052500001
5,0.3500000000000001,1.26896484375,12966.6642578125,301.5375131835938,91377.35748579106
6,0.40000000000000013,1.05001953125,38831.2474609375,428.4004492187502,184296.3347781251
7,0.42,4.834375,74620.0870703125,493.17888046875,244207.60802648432
8,0.425,6.015078125,88701.40078125,510.93732421875,262097.84089897465
9,0.43,-4.940693359375,108455.39759765625,529.4125062500001,281392.3877340234
10,0.435,-2.443076171875,132719.18240234375,548.9209265624999,302510.37071376556
11,0.44,-9.842626953125,165345.94025390624,569.64174609375,325752.983169625
12,0.445,14.0940234375,203343.7097265625,590.9156651367186,350508.1041466514
13,0.45,16.909091796875,246905.75619140625,612.5668901367188,376619.2500941895
14,0.455,37.0387109375,289366.4273046875,634.2137337402344,403633.7356870445
15,0.46,-62.4703125,352061.0550390625,657.3336794921875,433495.26319178916
16,0.465,-17.0447265625,405815.2071484375,679.8877435546876,463644.3616958144
17,0.47000000000000003,43.97439453125,466274.4535546875,702.3821504882812,494685.63916555676
18,0.47500000000000003,184.966689453125,519014.92072265624,723.9821044921875,525452.1803152343
19,0.48000000000000004,-790.66,631116.04,747.9264,560470.9201920001
20,0.48500000000000004,787.0,627549.66,767.9708250000002,590823.0512027502
21,0.49000000000000005,-800.34125,649752.84,784.7340812500001,616897.2641711251
22,0.49500000000000005,-564.136171875,678160.1930078125,803.1185507812501,646027.3861257305
23,0.5,-838.56890625,710158.53125,821.54671875,675888.718671875
24,0.55,938.23,881125.985,980.035375,961063.1531875001
25,0.6000000000000001,976.605,954049.63,1115.7210000000002,1245252.4956000003
26,0.6500000000000001,994.04,988265.4,1237.0085000000001,1530479.4212500006
27,0.7000000000000002,-1005.025,1010153.71,1351.5390000000002,1826857.6998000008
28,0.7500000000000002,-1011.345,1022878.53,1461.0243750000002,2134771.894687501
29,0.8000000000000003,-1016.56,1033416.64,1569.0080000000003,2461912.038400002
