,eta,M,M_sqr,U,U_sqr
0,0.5,1016.94,1034183.32,765.1660000000002,585530.7064000001
1,0.4974937343358396,1017.46,1035243.08,769.1980250626568,591714.2413232719
2,0.4949874686716792,1016.9,1034107.48,770.3092431077697,593439.5240934354
3,0.4924812030075188,1017.66,1035645.04,774.5505789473685,599966.0972467071
4,0.4899749373433584,1017.28,1034877.92,776.5072957393485,603017.9968908769
5,0.487468671679198,1016.58,1033449.64,777.734097744361,604916.0708275923
6,0.4849624060150376,1017.48,1035277.6,781.1844511278198,610289.2348918878
7,0.4824561403508772,1017.0,1034307.6,783.5241052631578,613963.2859327794
8,0.4799498746867168,1017.38,1035075.16,786.7485964912281,619012.429425397
9,0.4774436090225564,1017.18,1034671.56,788.6789097744361,622066.4386167054
10,0.474937343358396,1016.83,1033961.1,790.9979611528822,625728.2199274455
11,0.4724310776942356,1016.98,1034264.36,793.6770426065164,629974.126001326
12,0.4699248120300752,1017.08,1034467.12,796.3218721804511,634177.3032272994
13,0.4674185463659148,1017.15,1034607.9,798.9162255639097,638311.5947275765
14,0.4649122807017544,1017.16,1034628.88,801.6428245614037,642675.6495182209
15,0.462406015037594,1017.24,1034794.64,804.3501052631581,647032.9795253887
16,0.4598997493734336,1016.16,1032598.8,805.4592706766919,648808.2975797673
17,0.4573934837092732,1016.52,1033329.28,808.0623759398496,653016.5747020905
18,0.4548872180451128,1017.18,1034670.76,811.9868195488722,659368.1375206457
19,0.4523809523809524,1016.8,1033899.12,813.6940476190475,662148.3570632654
20,0.449874686716792,1016.62,1033530.28,815.920395989975,665773.7454412373
21,0.4473684210526316,1017.0,1034303.6,819.4553157894738,671549.8971725763
22,0.4448621553884712,1016.6,1033491.28,821.0381328320804,674149.5975859353
23,0.4423558897243108,1016.66,1033617.24,823.7804611528824,678673.0689458761
24,0.4398496240601504,1016.32,1032933.12,825.8540300751879,682112.6305451863
25,0.43734335839599,1016.88,1034062.16,828.8712857142855,687085.0935207638
26,0.4348370927318296,1016.34,1032963.72,830.7446691729324,690187.4227369458
27,0.4323308270676692,1016.4,1033089.4,833.343947368421,694521.7377591612
28,0.4298245614035088,1015.94,1032151.0,835.3090350877193,697789.279554232
