,eta,M,M_sqr,U,U_sqr,flip_count,K
0,0.1,0.00013671875,1568.679140625,-20.166388671874998,427.55476875,504275912.0,102400.0
1,0.15000000000000002,0.05515625,2051.4934765625,-46.28332031250001,2191.758135644532,480091049.0,102400.0
2,0.20000000000000004,-0.0584765625,2795.9591796875,-84.69691406250001,7269.304915625003,447483059.0,102400.0
3,0.25000000000000006,-0.1383984375,4080.9298828125,-137.51926025390628,19079.21805053711,407218221.0,102400.0
4,0.30000000000000004,-0.028759765625,6654.46666015625,-208.075447265625,43572.67681289064,359866765.0,102400.0
5,0.3500000000000001,1.11009765625,12965.0919140625,-301.50730859375005,91358.2067521485,305578313.0,102400.0
6,0.40000000000000013,-1.912509765625,38807.90255859375,-428.5164296875002,184397.23630625012,242536842.0,102400.0
7,0.42,4.2580859375,74721.5871875,-493.1320529296874,244155.88193407032,213809479.0,102400.0
8,0.425,-1.3661328125,89852.93203125,-511.0529084472657,262224.39789722895,206150754.0,102400.0
9,0.43,-1.00771484375,108364.642734375,-529.6351908203125,281621.2830855938,198407055.0,102400.0
10,0.435,-13.17779296875,133926.1261328125,-549.1650533203124,302769.1199797559,190347977.0,102400.0
11,0.44,-7.0734375,165087.5626953125,-569.4752378906251,325557.9010368437,182068197.0,102400.0
12,0.445,30.922578125,204320.1128125,-590.7124339843749,350268.50920491206,173640124.0,102400.0
13,0.45,47.35439453125,249633.437890625,-612.8007802734375,376904.6249080079,164930138.0,102400.0
14,0.455,-58.4317578125,297161.5706640625,-634.8128674316408,404387.44534527307,156571208.0,102400.0
15,0.46,-684.9,475367.32,-662.4644000000001,440189.94801600004,70466.0,50.0
16,0.465,137.220029296875,401638.27111328125,-679.5758348144532,463227.0954502984,139992200.0,102400.0
17,0.47000000000000003,-11.120869140625,461789.32134765625,-702.010010546875,494167.1925994648,132059144.0,102400.0
18,0.47500000000000003,49.766181640625,519808.10001953127,-724.139169921875,525668.9789093018,124426762.0,102400.0
19,0.48000000000000004,-204.54390625,565690.874375,-744.9485484375,556173.2903085002,117550450.0,102400.0
20,0.48500000000000004,80.349716796875,609177.5534570313,-765.0008157226564,586374.0314550655,111117783.0,102400.0
21,0.49000000000000005,-642.844052734375,639792.5328710937,-783.7778586914063,615405.6686052599,105416903.0,102400.0
22,0.49500000000000005,131.15111328125,679080.7984375,-803.0696018554686,645943.2085239699,99623243.0,102400.0
23,0.5,382.407568359375,709099.8868554687,-821.3236328125,675541.5241699219,94455729.0,102400.0
24,0.55,935.251875,876018.76875,-979.9540781249999,960910.2755484375,1801520.0,3200.0
25,0.6000000000000001,975.63,952148.98,-1114.7520000000002,1243077.9696000004,35781.0,100.0
26,0.6500000000000001,-994.915,990012.87,-1238.4482500000004,1534037.2726250004,46557.0,200.0
27,0.7000000000000002,1005.05,1010185.62,-1351.5180000000005,1826783.7784000009,15334.0,100.0
28,0.7500000000000002,-1012.48,1025151.36,-1461.6450000000002,2136560.332500001,5177.0,50.0
29,0.8000000000000003,1016.03375,1032351.3,-1568.2775000000006,2459611.8456000015,114260.0,1600.0
